tx,ty,tz,tx gt,ty gt,tz gt
0.04453211155689438,0.1588169587157897,-1.83660226030932,-5.551115e-17,0.0,2.220446e-16
0.04426348126824378,0.13197782417809445,-0.4874706551359054,0.001289128,-0.01821616,1.310643
0.044427889014516844,0.11049222664563427,0.8640821932103235,0.0004448326,-0.04203318,2.625299
0.0378487126987964,0.0882497457331279,2.2104436809137598,0.002037581,-0.06302801,3.94173
0.03568010701505586,0.06038787414897952,3.5535888632444657,0.002777892,-0.08483761,5.261017
0.03677016446401239,0.038074667555785896,4.916938475582303,0.004157928,-0.1014678,6.581638
0.02922880952561599,0.01587453297216329,6.277316358496815,0.007571022,-0.1165874,7.908775
0.025360841217975185,-0.003158976752406728,7.650702522461982,0.008323818,-0.1328035,9.238962
0.02207409505162822,-0.028791296095150604,9.02711705404033,0.007728339,-0.1497649,10.56963
0.015305671931389361,-0.05271990169208893,10.39158181766258,0.006780918,-0.1634547,11.90426
0.002040711048161961,-0.07745726367111455,11.75793633075886,0.003419395,-0.176748,13.24208
-0.006813896236918714,-0.13162628790628222,14.529249564189932,-0.005851755,-0.2177602,15.93066
-0.00492725297172749,-0.1806464973717855,17.319205163731052,0.000482789,-0.2537475,18.63469
-0.0022570127557952693,-0.22925289867546783,20.103722201074493,0.004134686,-0.2931092,21.34127
-0.016698215972802764,-0.2790330922393942,22.91064048803785,-0.007369324,-0.3468119,24.0721
-0.013710197198197542,-0.3227074733786144,25.751777842375127,-0.005061181,-0.3871399,26.8203
-0.008670248126790327,-0.3562476163949332,28.603516386771336,0.005281593,-0.4328977,29.57012
-0.010647556890840577,-0.4057186285704726,31.43734589220673,0.006827076,-0.4850133,32.33531
-0.011861461430219551,-0.4934739504172182,35.72283683632546,0.0121194,-0.5746233,36.50789
-0.024983191927473156,-0.5573936651441267,38.60420720630764,0.01696851,-0.6238526,39.30156
-0.03730597088615817,-0.603356477525874,41.50280341696118,0.01916344,-0.6707246,42.111
-0.041807248915178105,-0.6571082481780881,44.4124317366863,0.02622364,-0.7178581,44.92821
-0.034236581408125244,-0.7116228961085589,47.31269587455659,0.03408031,-0.7610315,47.75704
-0.051381498588763466,-0.7675609930530992,50.2490170416762,0.03175532,-0.805635,50.60218
-0.07429915053237438,-0.8159632821139329,53.17475070625312,0.02536977,-0.8453836,53.45716
-0.09290554036723087,-0.8670087431927904,56.127164935559705,0.0168087,-0.88688,56.3166
-0.12045262313401167,-0.9144581050501845,59.05887516350773,0.01007535,-0.9249469,59.17365
-0.13125786185033028,-0.9542454938667673,61.99103626452235,0.00276421,-0.9647484,62.02795
-0.14892961338483146,-1.0108049571932858,64.92808463310114,-0.002873604,-1.008175,64.87187
-0.15579793980269518,-1.0623849582814953,67.8220076023677,-0.01002031,-1.050203,67.70311
-0.19733463866723,-1.105880129446016,70.73452371567697,-0.02702275,-1.097831,70.53
-0.21864849088676816,-1.1644836609754725,73.61241449654348,-0.0421465,-1.135987,73.33986
-0.22620398563379987,-1.2094738370622984,76.45703556424283,-0.05327678,-1.177226,76.1445
-0.2453404610471425,-1.2633436591191298,79.33212293867471,-0.05287325,-1.218035,78.93496
-0.23274222883829046,-1.305359719435476,82.14730191918497,-0.04883212,-1.258287,81.71095
-0.24375127626517737,-1.3528224404812974,84.99982879232573,-0.05269073,-1.300031,84.48367
-0.2625714854567116,-1.4023740184103914,87.80232360401524,-0.07518042,-1.343695,87.25015
-0.2637238321999801,-1.44988334808187,90.63140537603293,-0.09813229,-1.38264,90.00634
-0.28584606382450295,-1.5016314161695654,93.39910660822628,-0.1283351,-1.418059,92.74128
-0.29186497991425087,-1.541354219338558,96.16705904330385,-0.1697048,-1.45619,95.46076
