tx,ty,tz,tx gt,ty gt,tz gt
1.2926926129726144,0.7880715816543555,1.5915118018158287,1.2909,0.7687,1.5836
1.2946173859481647,0.8094856627148177,1.589342496200812,1.2913,0.7815,1.5839
1.2880287558736754,0.816154572356642,1.5890580514456851,1.2907,0.7994,1.5855
1.2868529525017798,0.8272018868676709,1.5894221489384843,1.2903,0.8125,1.5871
1.3013478096009419,0.9535318646290105,1.5866394825432404,1.2973,0.9556,1.5972
1.2865379221718414,0.8061333830010031,1.6043006178675767,1.2943,0.812,1.5995
1.2909035293303421,0.7055472521149037,1.5996235559869445,1.2828,0.7264,1.6027
1.240471687351476,0.27165502827908194,1.5662842057029875,1.2372,0.2774,1.5725
1.2338607646506121,0.27132733486671257,1.5681674486294155,1.2367,0.2674,1.5745
1.2494200724419904,0.30476454489343535,1.5551647005104694,1.2438,0.3004,1.5634
1.2410464786530948,0.36115747792666575,1.5533639063537625,1.2421,0.3451,1.5548
1.2545933330911732,0.902772802019538,1.5092156374430301,1.2474,0.888,1.5138
1.2524523385977537,0.9075191662579059,1.5157596682425625,1.2539,0.9077,1.5184
1.248367605094239,0.8569364682096275,1.533117869478397,1.2561,0.8637,1.5276
1.2518100686711033,0.7720598633354054,1.5368881631128097,1.2565,0.7834,1.5341
1.3113263469368805,0.5625061619023063,1.510737357852193,1.3071,0.5687,1.5128
1.0977619560918275,0.5796231657471324,1.622117566247811,1.0961,0.5815,1.6241
1.0540720887322113,0.5818533445773956,1.6521234952288497,1.0484,0.581,1.6573
1.3891740416257035,0.5485437998204968,1.4299246092060864,1.3853,0.5515,1.4318
1.4216226936272176,0.5516403395124563,1.4009681044440545,1.4282,0.5557,1.3929
1.4486761038347669,0.5560014058523173,1.3771853173507886,1.4587,0.5604,1.3652
1.4473627978140307,0.5567131227576827,1.3760406885774445,1.4496,0.5611,1.376
1.414842442995463,0.5559080098570088,1.3919692434001871,1.4148,0.5639,1.3968
1.3084282137557282,0.5656024891007411,1.480439440453797,1.3173,0.5711,1.4759
1.0512916162213597,0.5814711033061419,1.6220359301824314,1.0445,0.5812,1.6257
1.052274977217649,0.5724404902777026,1.632577423113826,1.0455,0.5832,1.6307
1.3437865928449038,0.5818818259931261,1.4302258582202496,1.3463,0.5862,1.4287
1.332455309780282,0.5815632670481649,1.438606979325489,1.3343,0.5859,1.4374
1.3018771310880655,0.5781459312325882,1.4480634973816615,1.3012,0.5828,1.4476
1.282144370483111,0.5783866538879656,1.4506247347431205,1.2815,0.5832,1.45
