tx,ty,tz,tx gt,ty gt,tz gt
0.06934152419410676,0.11064089587751576,2.343636305660335,-5.551115e-17,0.0,2.220446e-16
0.04694262680471168,-0.03942699871394256,11.277274869331562,0.008323818,-0.1328035,9.238962
0.03269647407666606,-0.08174311442519192,13.855999090770492,0.006780918,-0.1634547,11.90426
0.00945321745707968,-0.12926361369483763,16.451686571991292,-0.001862182,-0.1959202,14.58048
-0.0008331718988089654,-0.17581532137360467,19.067036095837867,-0.004267715,-0.236414,17.28222
0.0011162492998292028,-0.1997864975987994,20.380503198641307,0.000482789,-0.2537475,18.63469
0.0007942104818595697,-0.22093183172204417,21.69115565950125,0.005006086,-0.2699101,19.9867
-0.0007559489115872564,-0.24168525719298828,23.008165724218568,0.004134686,-0.2931092,21.34127
-0.007552503320930118,-0.26673179301537564,24.32675662657534,-0.0007654745,-0.3222297,22.70575
-0.017041925669533775,-0.2877220069615097,25.654535745459135,-0.007369324,-0.3468119,24.0721
-0.01985495773141001,-0.30992535291449447,26.988231148652094,-0.009719264,-0.3687424,25.44868
-0.01782087284061165,-0.327938146968971,28.32305931422935,-0.005061181,-0.3871399,26.8203
-0.012297716064847544,-0.34698843389825856,29.660336559837724,0.001962273,-0.4099385,28.19472
-0.012995466867323197,-0.3685751040735718,30.99631585535875,0.005281593,-0.4328977,29.57012
-0.012812034098887398,-0.3923840796692235,32.339688045230716,0.007939024,-0.4591179,30.94984
-0.018810359209787672,-0.41859200733595414,33.68464444536263,0.006827076,-0.4850133,32.33531
-0.021033689173578313,-0.44414889902209664,35.03546407190654,0.008305167,-0.5122367,33.7178
-0.022072194115138666,-0.5022115466920051,37.739264610216075,0.0121194,-0.5746233,36.50789
-0.024625845517647696,-0.5290275494202736,39.10177931174287,0.01511478,-0.5999006,37.90589
-0.029691772296275773,-0.5542261988833469,40.46293293723829,0.01696851,-0.6238526,39.30156
-0.04064727145775615,-0.6042817900477223,43.20031768755098,0.01916344,-0.6707246,42.111
-0.045318830375412913,-0.6546242685016127,45.94177625607565,0.02622364,-0.7178581,44.92821
-0.04791042858381815,-0.6804429412190502,47.315818743979605,0.03086036,-0.739025,46.34127
-0.052632532109865626,-0.7065919800273338,48.69516471910692,0.03408031,-0.7610315,47.75704
-0.057796456698606724,-0.7320685469080339,50.081846746218254,0.03359221,-0.7839856,49.17963
-0.06495297474314718,-0.7573903516814786,51.47130346947699,0.03175532,-0.805635,50.60218
-0.0725761482774509,-0.781655072638382,52.8622383458279,0.02895795,-0.8265408,52.02831
-0.08275054719732286,-0.80555274601711,54.254428122278874,0.02536977,-0.8453836,53.45716
-0.09076918458311825,-0.8290605892983586,55.649166965852906,0.02082938,-0.8668316,54.88464
-0.10015567007755175,-0.852220802061204,57.046578348699974,0.0168087,-0.88688,56.3166
-0.10815323745394742,-0.8757727304176836,58.448926328535464,0.0132291,-0.9072442,57.7455
-0.11758614256750524,-0.8988653770705022,59.84307432524106,0.01007535,-0.9249469,59.17365
-0.12706686309741053,-0.9226765033370161,61.2409532064535,0.006524255,-0.9446035,60.60318
-0.1355238975067939,-0.9458857379350252,62.63439409574222,0.00276421,-0.9647484,62.02795
-0.14321325343199673,-0.9695253397860866,64.03095309496445,-0.001308243,-0.98781,63.45198
-0.15022431661829624,-0.99475377909125,65.42145985311024,-0.002873604,-1.008175,64.87187
-0.15997018961857667,-1.019951661315342,66.81171981000544,-0.005953934,-1.0297,66.2894
-0.1704988606267007,-1.044718453489696,68.18976045855744,-0.01002031,-1.050203,67.70311
-0.18214201165656088,-1.069172926853234,69.57008300533013,-0.0193644,-1.076075,69.11593
-0.1935997176203276,-1.0924992652763748,70.94313169931935,-0.02702275,-1.097831,70.53
-0.20456868322330515,-1.1145530537850454,72.33063519609244,-0.03513442,-1.118231,71.93978
-0.215820048749973,-1.1365716300340003,73.69669631197908,-0.0421465,-1.135987,73.33986
-0.2249797597229525,-1.158909727801287,75.06702806568263,-0.04677589,-1.153311,74.74245
-0.23339056866180327,-1.1812400982274336,76.44077617871194,-0.05327678,-1.177226,76.1445
-0.23811989208348974,-1.2052230448735208,77.80794365267155,-0.05458511,-1.197942,77.54079
-0.2406687952447453,-1.2291462908823605,79.17195910291613,-0.05287325,-1.218035,78.93496
-0.24080044651771845,-1.254033988111956,80.52761009085268,-0.0495425,-1.236655,80.32545
-0.24427671603371212,-1.277249264716511,81.9024866490843,-0.04883212,-1.258287,81.71095
-0.2534167644177705,-1.3268711769927426,84.60745627400462,-0.05269073,-1.300031,84.48367
-0.2632648150926491,-1.3747212982188222,87.306898286578,-0.07518042,-1.343695,87.25015
-0.2724443568737186,-1.4194832865436362,90.00300604407451,-0.09813229,-1.38264,90.00634
-0.2846874212057964,-1.4614341799049713,92.67910413420616,-0.1283351,-1.418059,92.74128
-0.30638909905258227,-1.5038363054733592,95.35793084355032,-0.1697048,-1.45619,95.46076
-0.3251125552223495,-1.5493395579423497,98.00984839441135,-0.2120314,-1.496478,98.16545
-0.33915291142759085,-1.5725037881930795,99.33899273711154,-0.2344056,-1.517683,99.51513
-0.35122972237093164,-1.594451824528452,100.66264292244642,-0.2485715,-1.534999,100.8603
-0.36250620437349024,-1.6160293527448495,101.99278573999258,-0.2694021,-1.556018,102.2054
-0.3721658667182377,-1.6377780325057807,103.31537490963844,-0.2867601,-1.575247,103.5459
-0.38247288393250933,-1.6593611122042753,104.63475251547149,-0.3053256,-1.596046,104.8845
-0.3964795859435506,-1.6817392371139186,105.94671092451416,-0.3153955,-1.613299,106.2208
-0.4019864790250972,-1.7057237338074993,107.26025636524172,-0.3343086,-1.638432,107.5653
-0.4093088135614553,-1.7274695820892814,108.57893729485471,-0.3508131,-1.661275,108.9064
-0.41625056518181935,-1.7495182859565903,109.89884567694482,-0.3737761,-1.686739,110.2446
-0.4218849556343003,-1.7709349240509737,111.211404427203,-0.3943149,-1.710102,111.5766
-0.4305847954100911,-1.7938998702795128,112.5211042004953,-0.4137129,-1.733997,112.905
-0.43789286978409747,-1.8180950107293496,113.82898989428863,-0.4219683,-1.753986,114.2286
-0.44620920051957647,-1.8430282415152044,115.13688076592686,-0.4295899,-1.775004,115.5601
-0.45107596868593214,-1.8692603598669721,116.45738224919835,-0.4334779,-1.79423,116.893
-0.4522463597155052,-1.893227074387088,117.77583067817139,-0.4334151,-1.811794,118.2274
-0.4497467990426953,-1.9158456438281108,119.09415119922228,-0.4306137,-1.825847,119.5613
-0.4473610784432305,-1.9374768797894526,120.41188804786593,-0.4334146,-1.846322,120.9045
-0.44605707610228107,-1.959183849460616,121.73120000484886,-0.4472932,-1.880929,122.2684
-0.44270175693395464,-1.9826031024686404,123.05148523494611,-0.4560744,-1.91003,123.6242
-0.437899850493234,-2.006654609134513,124.37219117344492,-0.4622549,-1.940325,124.9835
-0.43201653929566497,-2.0313609898455187,125.70155476299949,-0.4641329,-1.966295,126.3371
-0.41254543018484335,-2.083630724708248,128.34778721535983,-0.4718094,-2.038343,129.0496
-0.4006469467062804,-2.1106656140321,129.67613198014305,-0.47428,-2.073189,130.407
-0.37066044854106706,-2.1630827061939293,132.32552006351813,-0.4656937,-2.127702,133.1097
-0.34171018438434775,-2.213052557477472,134.98015067122267,-0.4661197,-2.198388,135.8146
-0.3301395405790444,-2.2377178048578634,136.30999447596477,-0.4644953,-2.226309,137.1606
-0.3048050446459606,-2.2858805470872396,138.95888849399867,-0.4641807,-2.281749,139.8626
-0.29582451106110474,-2.3084140306289753,140.28476183691345,-0.4674418,-2.314866,141.2129
-0.2922435024187561,-2.332874150754047,141.62259936162295,-0.4704574,-2.341886,142.5622
-0.28639247510653576,-2.355648084889756,142.94092473527135,-0.474702,-2.367455,143.9099
-0.2814810947352885,-2.382020049492022,144.27089637221428,-0.4789013,-2.395024,145.2578
-0.27428824477182157,-2.4070573611863004,145.6019624703788,-0.4813925,-2.426593,146.6011
-0.26284429482605143,-2.4336980618019073,146.93685218450648,-0.484415,-2.462969,147.9538
-0.2522794036133783,-2.4567166337369204,148.2688587759277,-0.4832843,-2.489366,149.303
-0.24765536352138792,-2.479584284252007,149.59871995700715,-0.4887986,-2.518617,150.6481
-0.24887980718173128,-2.5059392317591827,150.93107467491475,-0.4979854,-2.545628,151.9917
-0.2548107987582644,-2.5373704056466346,152.26538719022093,-0.5139897,-2.581792,153.3373
-0.25747277852744477,-2.5697290161787802,153.60618728091438,-0.5203405,-2.611885,154.6843
-0.25319079910395503,-2.6006865900840097,154.94574706083145,-0.5188374,-2.641449,156.0329
-0.24442182940515908,-2.630448050359134,156.28652592962598,-0.510487,-2.666163,157.3829
-0.23325938494816764,-2.654532280895631,157.62718105191632,-0.4996047,-2.68915,158.7319
-0.2272617564969718,-2.678907732105374,158.96586580106805,-0.4908894,-2.711383,160.0786
-0.22598155980004422,-2.701437811956826,160.30772292359222,-0.4848759,-2.73678,161.429
-0.22681632273688787,-2.7249106668521956,161.65368356596238,-0.4836516,-2.760604,162.7788
-0.224837854802149,-2.7487279325891145,163.0002930026828,-0.4767803,-2.787254,164.1295
-0.2227851762975501,-2.7733076518193047,164.34882448323273,-0.468784,-2.810667,165.4807
-0.220304936455591,-2.799101699911698,165.70045148102355,-0.4599264,-2.835558,166.839
-0.21725174423122004,-2.8256895324981897,167.0497135977,-0.449484,-2.861986,168.2
-0.21477521854214607,-2.8815000696489257,169.76507982253082,-0.4389717,-2.91424,170.9198
-0.2181363552024562,-2.9124982785050038,171.12323797198675,-0.4111543,-2.932731,172.2841
-0.22257770994870776,-2.9750219015567025,173.8583252734728,-0.3779301,-2.986448,175.0291
-0.20781671016588163,-3.030372608948508,176.61094375140672,-0.3405308,-3.013913,177.7852
-0.20070419896488814,-3.0567253627212736,177.98376889644277,-0.3214042,-3.022953,179.1607
-0.20051515606598427,-3.0848270278835748,179.35651282096353,-0.3136545,-3.041123,180.542
-0.20553378398293579,-3.1145890714262,180.73159708098095,-0.3089995,-3.0621,181.9214
-0.21952067469138356,-3.1485322599318213,182.13025102239175,-0.3140564,-3.088158,183.3098
-0.23025892116125732,-3.183663204763288,183.52334833392567,-0.3186558,-3.114466,184.7039
-0.23827159180720794,-3.2140732557335157,184.93603411435143,-0.3141305,-3.137555,186.0994
-0.24867037183358767,-3.270103370247502,187.74074293369515,-0.3089327,-3.193945,188.9003
-0.24877951992471128,-3.324492924733288,190.56580475251297,-0.3030042,-3.25053,191.7128
-0.24202054151955912,-3.377879753393734,193.39788787567662,-0.2979338,-3.314135,194.5397
-0.2332576421831665,-3.428079447531853,196.25477189727192,-0.2955048,-3.384557,197.3809
-0.23367984115547782,-3.454595612134295,197.67568401975353,-0.2998637,-3.419365,198.8011
-0.24017298332925838,-3.4846076123350636,199.10854145588422,-0.3150034,-3.471363,200.2242
-0.26816038663394004,-3.5490372086366624,201.9807534579159,-0.3485808,-3.555576,203.0948
-0.2697989757935245,-3.5769000129065542,203.42669267364414,-0.3518432,-3.580327,204.5325
-0.2563876396746566,-3.63405288691084,206.3372371740512,-0.3438313,-3.628674,207.4183
-0.24955406256544696,-3.663519699634608,207.78033244376155,-0.342198,-3.650886,208.8679
