tx,ty,tz,tx gt,ty gt,tz gt
1.312428251220547,0.7768935411696147,1.6113000650075966,1.3101,0.7803,1.6141
1.3141439240919828,0.7353225867091671,1.6149663604175424,1.3126,0.7384,1.6177
1.3151076459946158,0.7202441131399316,1.6163286275910131,1.3134,0.7226,1.6187
1.2865451197514626,0.31123927327974604,1.5738079238842466,1.2864,0.3123,1.5722
1.2855364134250888,0.3067320659783757,1.5733103453350015,1.2866,0.3075,1.5715
1.2907571953475028,0.8835449644805337,1.5966638733469605,1.2908,0.8811,1.5957
1.3130120027618868,0.9733217582417376,1.5845375861880069,1.2979,0.9641,1.5926
1.2971728188241796,0.9544406111608709,1.5880538164076345,1.2984,0.9627,1.5876
1.2989276792700462,0.9417335441286117,1.5826573580860583,1.2983,0.9503,1.5831
1.298199341680163,0.8508621020600983,1.5902515937159363,1.2974,0.8563,1.5941
1.2521921181751665,0.3490716783786418,1.579777751649452,1.2527,0.3527,1.5758
1.2322364398760866,0.2658541960136661,1.5782849024923855,1.2364,0.268,1.5741
1.2501365008306269,0.30047439389870134,1.5618489001378277,1.2438,0.3004,1.5634
1.2359993059783039,0.9084527603363861,1.5268530899517831,1.2501,0.9008,1.5162
1.2440711404522435,0.9066209724317726,1.5300053088288141,1.2562,0.9025,1.5217
1.2533746274165083,0.8608299338284504,1.53175115904846,1.2561,0.8637,1.5276
1.2541431005259165,0.78119962769568,1.5325421828688408,1.2565,0.7834,1.5341
1.0388801934734706,0.5863817170628828,1.6596089386599886,1.0398,0.5811,1.6624
1.0118666786863735,0.5871297217654462,1.6728100575378266,1.0113,0.5862,1.6751
1.0734943856263095,0.5816660140182115,1.6338920508373678,1.0639,0.5835,1.6386
1.4102768392206977,0.5553171483071617,1.4116024395957543,1.4086,0.5533,1.4102
1.458037940588361,0.5625414464755394,1.3734676779704662,1.463,0.5611,1.3644
1.4527751521665635,0.5620062543461788,1.3742839653731627,1.4496,0.5611,1.376
1.4224762946330818,0.5600335269568425,1.387418527331763,1.4148,0.5639,1.3968
1.3095940139092157,0.5721420638799009,1.479779945313931,1.3173,0.5711,1.4759
1.06458355817012,0.5889788064153703,1.6138449621771194,1.0689,0.58,1.6143
1.347153201319848,0.5878529743129948,1.4284241650071388,1.3463,0.5862,1.4287
1.3352401971899437,0.5885273281158396,1.4355604747563007,1.337,0.586,1.4363
1.306936187069169,0.5845812644795969,1.4430865865392941,1.3039,0.5839,1.4456
1.2864017323245232,0.5856036109320484,1.4453793639423393,1.2836,0.5851,1.4476
