tx,ty,tz,tx gt,ty gt,tz gt
-3.8018714757133334,1.7006822440725438,-2.675545795060989,-4.1569215045,1.7026497168,-2.3881984091
-3.8868637240627457,1.7058763919763595,-2.716485790867293,-4.2449678031,1.7091442528,-2.4317242631
-3.992335518877276,1.8340545447224725,-2.709144320359922,-4.3434050564,1.8392694339,-2.4255321894
-3.9470721319321664,1.86815045536758,-2.6517926230733315,-4.2991390125,1.8764127865,-2.3703039302
-3.915451827970468,1.9083435495492347,-2.592619249868911,-4.2624335282,1.9198032294,-2.3093448785
-3.889655208137995,1.9492413144970548,-2.5167422578519107,-4.2354200011,1.9607744596,-2.2334727755
-3.8758051276649508,1.961544119382298,-2.444171203513226,-4.2207034592,1.9760898916,-2.159623982
-3.842897070309661,2.000187588320905,-2.355521725501771,-4.1849491554,2.0167768258,-2.0699271609
-3.8131065464240232,2.044879748005727,-2.26450515541521,-4.1597158072,2.056153909,-1.9924435459
-3.7750379753775083,2.0748554816898577,-2.1670835714633836,-4.1128167595,2.0951483383,-1.8789564573
-3.7174452276073633,2.117479245338652,-2.0627224010464733,-4.053665145,2.1394845067,-1.7768375324
-3.668168123262865,2.1693562499813304,-1.9951966677970572,-4.0012235192,2.1957640601,-1.7057102124
-3.56425868140931,2.2727093154753906,-1.872773318773861,-3.8925724362,2.304384648,-1.5819773157
-3.461536846686224,2.358374016013081,-1.790439603998944,-3.7858504557,2.3919431572,-1.4984163543
-3.3367673477556337,2.4255106560831323,-1.7119957120054226,-3.6589288396,2.4611688863,-1.4215471768
-3.207391368799109,2.495644865558617,-1.6408832185172548,-3.525194097,2.5319614989,-1.3506406599
-3.0826964254713674,2.5662475763420636,-1.582312027478849,-3.3934578529,2.6047168736,-1.2908264954
-2.95157570947433,2.6443621503395867,-1.5217249827181887,-3.2652099576,2.6806988751,-1.2335114308
-2.8155264821791355,2.7130173312613053,-1.4610678626579494,-3.1220492397,2.749475298,-1.1695080658
-2.682890809481596,2.748537442863472,-1.3732633455485412,-2.9839535611,2.787345115,-1.0790847206
-2.5686681321493747,2.7795571266085286,-1.2874938875743869,-2.8731796624,2.8151895591,-0.9969727672
-2.4667280654796078,2.8122106809806384,-1.2002985278688931,-2.7606668228,2.8527089655,-0.9037629856
-2.3632592119496345,2.8594567304502165,-1.0957829439661617,-2.6536894003,2.9003769515,-0.8000590807
-2.2499172632302,2.8964836880620544,-1.0110730498562193,-2.541569004,2.9418724558,-0.7146233399
-2.1068333483285975,2.942065266264433,-0.9277733990685997,-2.3933280509,2.9865486551,-0.6318013736
-1.9432274382193002,2.9665862632817213,-0.8551497911355626,-2.2221459726,3.0121079138,-0.5580973567
-1.8128508748803338,2.998633462145741,-0.8156867812292286,-2.0877190184,3.04671593,-0.5175845842
-1.6692470208697645,3.0243520046136076,-0.7742618252253386,-1.9465623167,3.072039569,-0.4783332816
-1.5141859837757332,3.0417495096282394,-0.7219300330715468,-1.7805092134,3.0905796784,-0.4240605631
-1.3359018965810145,3.0803239620355054,-0.6764243489501356,-1.5985721327,3.1321327566,-0.3793380721
-1.1411015995214169,3.122999131808257,-0.6395016346040272,-1.3945596324,3.172018475,-0.3440301567
-0.9662476089404084,3.1465873701621963,-0.6177374252570962,-1.2177953456,3.1935410225,-0.3239642758
