tx,ty,tz,tx gt,ty gt,tz gt
1.369752417920992,0.6265425092204318,1.6446300113364591,1.3405,0.6266,1.6575
1.342274896639301,0.6213644525018495,1.5408945099621698,1.283,0.6257,1.5933
1.3300903795876993,0.6200978242804762,1.497182268088588,1.2582,0.6251,1.5661
1.29725784259721,0.6203702575312717,1.4514862915590487,1.2263,0.6243,1.5324
1.2823571666655036,0.6195152943742166,1.403416179544176,1.2012,0.6247,1.502
1.2579301770300673,0.6234923073418561,1.3641793377526719,1.1772,0.6252,1.4713
1.2363484027975455,0.6182468269180159,1.3204333751956527,1.1561,0.6237,1.443
1.2191513809899295,0.610359489651119,1.2818538733780784,1.1371,0.6211,1.4151
1.2034033591633064,0.6114316191382708,1.2493466351261995,1.1211,0.6208,1.3906
1.199739231742307,0.6055618414781705,1.2167121130575902,1.111,0.6213,1.3741
1.1879115702647864,0.6042536396308227,1.1981961096541642,1.1045,0.6221,1.3629
1.1734670660582596,0.6160564508741089,1.2183599291594605,1.1011,0.624,1.3615
1.1776825391507952,0.6182523642214534,1.2469918309507126,1.1096,0.6227,1.3785
1.1900147823583236,0.6159343869357601,1.2860910712386926,1.1235,0.6223,1.4058
1.2067191420712184,0.6223653103426937,1.3375665582706067,1.1411,0.6229,1.4382
1.2299276911963428,0.6246482558161592,1.3828164566031362,1.1627,0.624,1.474
1.2339867865255076,0.6270151059065384,1.4205253220885108,1.1769,0.6236,1.4946
1.242921273079234,0.6296483423013798,1.4634228264337334,1.195,0.6231,1.5204
1.2503504712386322,0.635382141996534,1.5073710938174378,1.2138,0.6239,1.5471
1.273832902449537,0.6392299042508333,1.5559829961766496,1.239,0.6271,1.583
1.2894657168883814,0.6349839670454244,1.6016675122330448,1.2636,0.6289,1.6161
1.3199550413681664,0.6312350651050735,1.6468026474233146,1.293,0.6283,1.6526
1.347255495556412,0.6092374865163146,1.6704987194831866,1.3197,0.6246,1.6804
1.3518301066975418,0.6309998572353119,1.7127021174939157,1.3511,0.6208,1.7107
1.3742391940043288,0.6339627680682599,1.7336333845548413,1.3742,0.6225,1.7325
1.3986315805275216,0.6371464987534196,1.7386073254353884,1.3929,0.6281,1.7481
1.3940082854747362,0.6221019180814038,1.7039188464341841,1.3518,0.6325,1.7038
